phi_ext,I_theory,I_noisy,errors
-0.00016312625250501002,5.723601944707724e-05,5.705764563944394e-05,2e-07
-0.00016272545090180362,5.7221160258203626e-05,5.76533819048605e-05,2e-07
-0.0001623246492985972,5.7222095153254906e-05,5.732498914439157e-05,2e-07
-0.00016192384769539078,5.723883981172403e-05,5.752819010662357e-05,2e-07
-0.00016152304609218438,5.7271159584643895e-05,5.7326835910481424e-05,2e-07
-0.00016112224448897798,5.731857320996902e-05,5.7682866121503613e-05,2e-07
-0.00016072144288577155,5.738036043277551e-05,5.764738007857434e-05,2e-07
-0.00016032064128256515,5.7455573409624204e-05,5.721558204292985e-05,2e-07
-0.00015991983967935872,5.754305171650946e-05,5.749489147587734e-05,2e-07
-0.0001595190380761523,5.764144072276524e-05,5.7499430775387325e-05,2e-07
-0.0001591182364729459,5.7749213039996816e-05,5.757618992931524e-05,2e-07
-0.00015871743486973948,5.78646927064212e-05,5.758992702957831e-05,2e-07
-0.00015831663326653308,5.798608172368885e-05,5.8140531176383954e-05,2e-07
-0.00015791583166332665,5.811148852600209e-05,5.813280714354475e-05,2e-07
-0.00015751503006012024,5.823895793076458e-05,5.8262216878776926e-05,2e-07
-0.00015711422845691384,5.83665020965231e-05,5.8519996666626196e-05,2e-07
-0.0001567134268537074,5.849213199802533e-05,5.823834364395485e-05,2e-07
-0.000156312625250501,5.861388892001707e-05,5.868598636589485e-05,2e-07
-0.00015591182364729458,5.8729875471122056e-05,5.863275995288644e-05,2e-07
-0.00015551102204408818,5.8838285626730304e-05,5.869385264894508e-05,2e-07
-0.00015511022044088177,5.893743332520479e-05,5.917287399640009e-05,2e-07
-0.00015470941883767537,5.902577916462175e-05,5.8935143058758244e-05,2e-07
-0.00015430861723446894,5.91019547773291e-05,5.895878208035829e-05,2e-07
-0.00015390781563126254,5.916478449638822e-05,5.914596385904703e-05,2e-07
-0.0001535070140280561,5.9213303970832246e-05,5.934125656944374e-05,2e-07
-0.0001531062124248497,5.9246775434992694e-05,5.945212201602215e-05,2e-07
-0.0001527054108216433,5.926469939012351e-05,5.918022455748439e-05,2e-07
-0.00015230460921843687,5.9266822513356535e-05,5.890761268083331e-05,2e-07
-0.00015190380761523047,5.925314166876217e-05,5.907348933055641e-05,2e-07
-0.00015150300601202404,5.922390395700275e-05,5.9176385447660095e-05,2e-07
-0.00015110220440881764,5.917960280279387e-05,5.901808507910081e-05,2e-07
-0.00015070140280561123,5.9120970142122306e-05,5.896804918993857e-05,2e-07
-0.00015030060120240483,5.904896483292929e-05,5.88010054560742e-05,2e-07
-0.0001498997995991984,5.8964757472758616e-05,5.8739588875248824e-05,2e-07
-0.000149498997995992,5.8869711863766185e-05,5.888710478082922e-05,2e-07
-0.00014909819639278557,5.8765363418567345e-05,5.8785167310150117e-05,2e-07
-0.00014869739478957916,5.865339484884425e-05,5.8565715223564746e-05,2e-07
-0.00014829659318637276,5.85356095216481e-05,5.8646941004909174e-05,2e-07
-0.00014789579158316633,5.841390290527164e-05,5.8444111828182854e-05,2e-07
-0.00014749498997995993,5.82902325568105e-05,5.842830904698831e-05,2e-07
-0.0001470941883767535,5.81665871266215e-05,5.813959073735067e-05,2e-07
-0.0001466933867735471,5.804495487046133e-05,5.8299818084636294e-05,2e-07
-0.0001462925851703407,5.792729216786881e-05,5.819922226187616e-05,2e-07
-0.0001458917835671343,5.781549254527063e-05,5.824072027897107e-05,2e-07
-0.00014549098196392786,5.771135669428997e-05,5.8043354778499716e-05,2e-07
-0.00014509018036072146,5.761656395997769e-05,5.742762331794852e-05,2e-07
-0.00014468937875751503,5.753264575042814e-05,5.775292499354835e-05,2e-07
-0.00014428857715430862,5.7460961288786164e-05,5.7598339053558985e-05,2e-07
-0.00014388777555110222,5.740267609160142e-05,5.73342334115508e-05,2e-07
-0.0001434869739478958,5.735874351428689e-05,5.7649879698447005e-05,2e-07
-0.0001430861723446894,5.732988965589597e-05,5.738337062635874e-05,2e-07
-0.00014268537074148296,5.731660186222368e-05,5.755418578893464e-05,2e-07
-0.00014228456913827655,5.731912100927821e-05,5.7057374764973936e-05,2e-07
-0.00014188376753507015,5.733743768930164e-05,5.756426108394211e-05,2e-07
-0.00014148296593186375,5.7371292359730734e-05,5.736200592337951e-05,2e-07
-0.00014108216432865732,5.742017945273787e-05,5.733516259354598e-05,2e-07
-0.00014068136272545092,5.748335538028401e-05,5.73303820912602e-05,2e-07
-0.00014028056112224449,5.7559850307932486e-05,5.736043680569811e-05,2e-07
-0.00013987975951903808,5.7648483510999435e-05,5.7525736395963646e-05,2e-07
-0.00013947895791583168,5.7747882069897024e-05,5.7912111377099015e-05,2e-07
-0.00013907815631262525,5.785650260864627e-05,5.7779465601619193e-05,2e-07
-0.00013867735470941885,5.797265573236314e-05,5.772957882639343e-05,2e-07
-0.00013827655310621242,5.809453277677512e-05,5.813124668055698e-05,2e-07
-0.00013787575150300601,5.822023444622359e-05,5.788233309569277e-05,2e-07
-0.0001374749498997996,5.8347800886706463e-05,5.81350680534116e-05,2e-07
-0.0001370741482965932,5.847524271778414e-05,5.842082358290452e-05,2e-07
-0.00013667334669338678,5.860057253200523e-05,5.84761395650356e-05,2e-07
-0.00013627254509018035,5.8721836363089756e-05,5.881388711085087e-05,2e-07
-0.00013587174348697395,5.8837144624614624e-05,5.872290155060559e-05,2e-07
-0.00013547094188376754,5.89447020293178e-05,5.9502226525841495e-05,2e-07
-0.00013507014028056114,5.904283601529429e-05,5.8681928738189953e-05,2e-07
-0.0001346693386773547,5.913002322898272e-05,5.960588780221676e-05,2e-07
-0.0001342685370741483,5.920491364561925e-05,5.922654103562837e-05,2e-07
-0.00013386773547094188,5.926635194524166e-05,5.946657191676676e-05,2e-07
-0.00013346693386773547,5.9313395805776676e-05,5.969124760442817e-05,2e-07
-0.00013306613226452907,5.9345330823567036e-05,5.94684569049404e-05,2e-07
-0.00013266533066132267,5.936168182508569e-05,5.959763160824186e-05,2e-07
-0.00013226452905811624,5.936222039073194e-05,5.962925950155081e-05,2e-07
-0.0001318637274549098,5.934696847157805e-05,5.923799158564473e-05,2e-07
-0.0001314629258517034,5.9316198041801016e-05,5.938418874841189e-05,2e-07
-0.000131062124248497,5.927042679230159e-05,5.924993140080134e-05,2e-07
-0.0001306613226452906,5.92104099336976e-05,5.933929091028078e-05,2e-07
-0.00013026052104208417,5.9137128238479866e-05,5.919437206293819e-05,2e-07
-0.00012985971943887774,5.905177251167182e-05,5.8941068181424635e-05,2e-07
-0.00012945891783567134,5.8955724735876916e-05,5.878644756893048e-05,2e-07
-0.00012905811623246493,5.885053618926219e-05,5.8743478471999844e-05,2e-07
-0.00012865731462925853,5.873790288295226e-05,5.8500691346879564e-05,2e-07
-0.00012825651302605213,5.861963870675075e-05,5.835002781089835e-05,2e-07
-0.0001278557114228457,5.849764670839985e-05,5.8585587859206825e-05,2e-07
-0.00012745490981963927,5.8373888961128266e-05,5.8496450813333926e-05,2e-07
-0.00012705410821643286,5.8250355496604166e-05,5.846750407014042e-05,2e-07
-0.00012665330661322646,5.812903279520031e-05,5.7944377030152954e-05,2e-07
-0.00012625250501002006,5.801187233248734e-05,5.800193114545154e-05,2e-07
-0.00012585170340681363,5.790075967999008e-05,5.804641781599825e-05,2e-07
-0.0001254509018036072,5.779748464944996e-05,5.7740363662233986e-05,2e-07
-0.0001250501002004008,5.770371295333016e-05,5.756813739872908e-05,2e-07
-0.0001246492985971944,5.7620959830278524e-05,5.7472027864726004e-05,2e-07
-0.000124248496993988,5.7550566053167226e-05,5.7541613027173054e-05,2e-07
-0.00012384769539078156,5.7493676699579476e-05,5.771798936062755e-05,2e-07
-0.00012344689378757516,5.745122302089687e-05,5.740928986939704e-05,2e-07
-0.00012304609218436873,5.742390769706454e-05,5.7276863696013484e-05,2e-07
-0.00012264529058116232,5.741219371050694e-05,5.781504628980071e-05,2e-07
-0.00012224448897795592,5.741629701536393e-05,5.7463329165725576e-05,2e-07
-0.0001218436873747495,5.743618311811865e-05,5.739182783699373e-05,2e-07
-0.00012144288577154309,5.7471567623760636e-05,5.747828593115642e-05,2e-07
-0.00012104208416833667,5.752192073883533e-05,5.746240316616664e-05,2e-07
-0.00012064128256513027,5.758647566008094e-05,5.7667460298814894e-05,2e-07
-0.00012024048096192385,5.766424071582609e-05,5.7774040893572084e-05,2e-07
-0.00011983967935871744,5.775401506790735e-05,5.796714936704879e-05,2e-07
-0.00011943887775551102,5.785440772548312e-05,5.767428202992939e-05,2e-07
-0.00011903807615230462,5.796385956968625e-05,5.8496546622019204e-05,2e-07
-0.0001186372745490982,5.808066804037623e-05,5.811537640376835e-05,2e-07
-0.00011823647294589178,5.82030140941133e-05,5.7826449065930544e-05,2e-07
-0.00011783567134268537,5.83289910065025e-05,5.874600114860055e-05,2e-07
-0.00011743486973947896,5.8456634562859016e-05,5.833440136662934e-05,2e-07
-0.00011703406813627255,5.858395415916481e-05,5.8044383097089765e-05,2e-07
-0.00011663326653306613,5.8708964320863675e-05,5.8697231588366144e-05,2e-07
-0.00011623246492985973,5.8829716140442095e-05,5.8928620990281985e-05,2e-07
-0.00011583166332665331,5.894432813601306e-05,5.899120674386188e-05,2e-07
-0.0001154308617234469,5.905101604229714e-05,5.931989648081537e-05,2e-07
-0.00011503006012024048,5.91481210622983e-05,5.878479689967458e-05,2e-07
-0.00011462925851703408,5.923413613233815e-05,5.92737588568555e-05,2e-07
-0.00011422845691382766,5.930772978458111e-05,5.9410801807231845e-05,2e-07
-0.00011382765531062124,5.9367767229210606e-05,5.9136010916960645e-05,2e-07
-0.00011342685370741483,5.941332832244799e-05,5.976668408797221e-05,2e-07
-0.00011302605210420842,5.944372213591266e-05,5.955539561205219e-05,2e-07
-0.00011262525050100201,5.9458497896633176e-05,5.978589392394132e-05,2e-07
-0.00011222444889779559,5.945745212449065e-05,5.953312487675096e-05,2e-07
-0.00011182364729458918,5.944063185407929e-05,5.927048250411671e-05,2e-07
-0.00011142284569138277,5.940833388997045e-05,5.907286762855759e-05,2e-07
-0.00011102204408817636,5.936110010717287e-05,5.940655349661665e-05,2e-07
-0.00011062124248496994,5.929970887119971e-05,5.944042217700541e-05,2e-07
-0.00011022044088176354,5.922516271359562e-05,5.931113156837231e-05,2e-07
-0.00010981963927855712,5.913867245806732e-05,5.937435920134616e-05,2e-07
-0.0001094188376753507,5.90416380485589e-05,5.87892811951962e-05,2e-07
-0.00010901803607214429,5.893562638284111e-05,5.889962745496827e-05,2e-07
-0.00010861723446893788,5.882234650258622e-05,5.880995242164498e-05,2e-07
-0.00010821643286573147,5.870362253276851e-05,5.873740843434779e-05,2e-07
-0.00010781563126252505,5.8581364798860316e-05,5.866409671598548e-05,2e-07
-0.00010741482965931863,5.845753957914582e-05,5.819659812591103e-05,2e-07
-0.00010701402805611223,5.833413797109428e-05,5.8571181875029074e-05,2e-07
-0.00010661322645290582,5.8213144364747275e-05,5.7989891725528274e-05,2e-07
-0.0001062124248496994,5.809650502231293e-05,5.8403866814051895e-05,2e-07
-0.00010581162324649298,5.798609726146343e-05,5.783073848969699e-05,2e-07
-0.00010541082164328658,5.788369973029409e-05,5.765313118493892e-05,2e-07
-0.00010501002004008016,5.779096424458638e-05,5.7942680874118075e-05,2e-07
-0.00010460921843687375,5.770938963331281e-05,5.7534510481090696e-05,2e-07
-0.00010420841683366733,5.7640298006498205e-05,5.785906793570551e-05,2e-07
-0.00010380761523046093,5.758481382121219e-05,5.755588239325347e-05,2e-07
-0.00010340681362725451,5.754384607715931e-05,5.761666255317019e-05,2e-07
-0.0001030060120240481,5.751807392377027e-05,5.7446213670926654e-05,2e-07
-0.00010260521042084169,5.7507935906695754e-05,5.771647438035726e-05,2e-07
-0.00010220440881763527,5.7513623023968506e-05,5.768338146799614e-05,2e-07
-0.00010180360721442886,5.753507570178145e-05,5.754755865259725e-05,2e-07
-0.00010140280561122244,5.7571984737766497e-05,5.787627431000481e-05,2e-07
-0.00010100200400801604,5.762379619683868e-05,5.762542557830742e-05,2e-07
-0.00010060120240480962,5.7689720182085404e-05,5.762228329327737e-05,2e-07
-0.0001002004008016032,5.776874334182609e-05,5.792408845659051e-05,2e-07
-9.979959919839679e-05,5.78596449148042e-05,5.76005408455293e-05,2e-07
-9.939879759519039e-05,5.7961016059460635e-05,5.8272409036516965e-05,2e-07
-9.899799599198397e-05,5.807128216122899e-05,5.7697315614522324e-05,2e-07
-9.859719438877755e-05,5.818872776464517e-05,5.7924368191956493e-05,2e-07
-9.819639278557114e-05,5.831152373550349e-05,5.8139173801647235e-05,2e-07
-9.779559118236473e-05,5.843775622297367e-05,5.844302652817257e-05,2e-07
-9.739478957915832e-05,5.856545696310665e-05,5.8464754963046866e-05,2e-07
-9.69939879759519e-05,5.8692634443904246e-05,5.87499399689474e-05,2e-07
-9.65931863727455e-05,5.8817305438493206e-05,5.8879672346725274e-05,2e-07
-9.619238476953908e-05,5.893752640711675e-05,5.868047518764897e-05,2e-07
-9.579158316633267e-05,5.905142427072424e-05,5.886183186773164e-05,2e-07
-9.539078156312625e-05,5.9157226068905596e-05,5.906595660090482e-05,2e-07
-9.498997995991985e-05,5.925328703256614e-05,5.9304287235313564e-05,2e-07
-9.458917835671343e-05,5.933811662684955e-05,5.947021922524486e-05,2e-07
-9.418837675350701e-05,5.941040215194562e-05,5.9432304124414626e-05,2e-07
-9.37875751503006e-05,5.946902952809937e-05,5.976636406185964e-05,2e-07
-9.33867735470942e-05,5.951310093571107e-05,5.9501058105307056e-05,2e-07
-9.298597194388778e-05,5.954194903121938e-05,5.981632005036431e-05,2e-07
-9.258517034068136e-05,5.955514751367688e-05,5.951596402778585e-05,2e-07
-9.218436873747494e-05,5.955251787470728e-05,5.953750248943501e-05,2e-07
-9.178356713426854e-05,5.953413222496938e-05,5.9666901760851166e-05,2e-07
-9.138276553106213e-05,5.950031215237215e-05,5.9644452663412355e-05,2e-07
-9.098196392785571e-05,5.945162363012086e-05,5.981150319558093e-05,2e-07
-9.05811623246493e-05,5.9388868055217796e-05,5.956625003861217e-05,2e-07
-9.018036072144289e-05,5.931306955931469e-05,5.94535304163715e-05,2e-07
-8.977955911823647e-05,5.922545879283085e-05,5.929019201548451e-05,2e-07
-8.937875751503006e-05,5.912745343909799e-05,5.9020742770281215e-05,2e-07
-8.897795591182365e-05,5.902063576706635e-05,5.905914564659624e-05,2e-07
-8.857715430861724e-05,5.890672757799529e-05,5.9081093502345324e-05,2e-07
-8.817635270541082e-05,5.878756294282314e-05,5.862421807172663e-05,2e-07
-8.77755511022044e-05,5.86650591618791e-05,5.8706470337293204e-05,2e-07
-8.7374749498998e-05,5.854118640676164e-05,5.833849592401429e-05,2e-07
-8.697394789579159e-05,5.841793652505918e-05,5.831036652957358e-05,2e-07
-8.657314629258517e-05,5.829729150186899e-05,5.831353753770571e-05,2e-07
-8.617234468937875e-05,5.818119207746326e-05,5.851742937647233e-05,2e-07
-8.577154308617235e-05,5.807150701802587e-05,5.812338024486485e-05,2e-07
-8.537074148296593e-05,5.797000352600893e-05,5.801428600419626e-05,2e-07
-8.496993987975952e-05,5.78783192586247e-05,5.7878180232178374e-05,2e-07
-8.45691382765531e-05,5.7797936397536336e-05,5.771667609239051e-05,2e-07
-8.41683366733467e-05,5.773015818030773e-05,5.78340802435951e-05,2e-07
-8.376753507014028e-05,5.767608826521976e-05,5.776862802904379e-05,2e-07
-8.336673346693386e-05,5.7636613256181454e-05,5.775168495385864e-05,2e-07
-8.296593186372746e-05,5.761238866443304e-05,5.769335690033361e-05,2e-07
-8.256513026052104e-05,5.760382852932213e-05,5.771068506601172e-05,2e-07
-8.216432865731463e-05,5.761109886249277e-05,5.779695810987547e-05,2e-07
-8.176352705410821e-05,5.76341150192926e-05,5.7646423268552006e-05,2e-07
-8.136272545090181e-05,5.76725430390186e-05,5.75886844264032e-05,2e-07
-8.096192384769539e-05,5.772580493277884e-05,5.77817035536787e-05,2e-07
-8.056112224448898e-05,5.7793087835245113e-05,5.75710826152224e-05,2e-07
-8.016032064128256e-05,5.787335687538849e-05,5.813319968077102e-05,2e-07
-7.975951903807616e-05,5.7965371562405184e-05,5.806711117795194e-05,2e-07
-7.935871743486974e-05,5.806770542738381e-05,5.807719090034809e-05,2e-07
-7.895791583166332e-05,5.8178768609706653e-05,5.8214595150405794e-05,2e-07
-7.855711422845691e-05,5.82968330305636e-05,5.844908002679401e-05,2e-07
-7.81563126252505e-05,5.842005975498173e-05,5.842559138029023e-05,2e-07
-7.775551102204409e-05,5.854652810912747e-05,5.824960962684322e-05,2e-07
-7.735470941883769e-05,5.8674266091846685e-05,5.8994407397151155e-05,2e-07
-7.695390781563126e-05,5.880128159890601e-05,5.925358729924981e-05,2e-07
-7.655310621242485e-05,5.892559396554658e-05,5.927585726947243e-05,2e-07
-7.615230460921845e-05,5.904526532790487e-05,5.891192979772118e-05,2e-07
-7.575150300601202e-05,5.915843130673591e-05,5.902135788422316e-05,2e-07
-7.535070140280562e-05,5.926333052759247e-05,5.9104209490495265e-05,2e-07
-7.494989979959919e-05,5.9358332510052746e-05,5.9413708461314145e-05,2e-07
-7.454909819639278e-05,5.944196348439773e-05,5.966083450021727e-05,2e-07
-7.414829659318638e-05,5.9512929726965265e-05,5.9455716265032995e-05,2e-07
-7.374749498997995e-05,5.9570138044694417e-05,5.979038584356719e-05,2e-07
-7.334669338677355e-05,5.9612713084508845e-05,5.9582844387013394e-05,2e-07
-7.294589178356714e-05,5.964001119347107e-05,5.949519663954413e-05,2e-07
-7.254509018036071e-05,5.9651630610244974e-05,6.0075639691168034e-05,2e-07
-7.214428857715431e-05,5.964741782649884e-05,5.968517255657616e-05,2e-07
-7.174348697394788e-05,5.96274700175233e-05,5.960887677396064e-05,2e-07
-7.134268537074148e-05,5.959213350357863e-05,5.939020417064035e-05,2e-07
-7.094188376753508e-05,5.954199826633397e-05,5.9502514439087683e-05,2e-07
-7.054108216432865e-05,5.947788860722406e-05,5.911651891789768e-05,2e-07
-7.014028056112224e-05,5.94008500956359e-05,5.9615355258465716e-05,2e-07
-6.973947895791584e-05,5.931213301358829e-05,5.943992417027021e-05,2e-07
-6.933867735470941e-05,5.921317255903314e-05,5.935790283133886e-05,2e-07
-6.893787575150301e-05,5.910556612123865e-05,5.916609909930991e-05,2e-07
-6.85370741482966e-05,5.899104798807001e-05,5.8980973758974775e-05,2e-07
-6.813627254509017e-05,5.887146188564504e-05,5.896935400987418e-05,2e-07
-6.773547094188377e-05,5.8748731785172004e-05,5.886823046145203e-05,2e-07
-6.733466933867734e-05,5.862483143919989e-05,5.9245390410217155e-05,2e-07
-6.693386773547094e-05,5.850175312964344e-05,5.83939906571992e-05,2e-07
-6.653306613226454e-05,5.838147612241883e-05,5.8194114749221876e-05,2e-07
-6.61322645290581e-05,5.8265935328167374e-05,5.8053199569001015e-05,2e-07
-6.57314629258517e-05,5.815699066529999e-05,5.7923949555073427e-05,2e-07
-6.53306613226453e-05,5.805639761044341e-05,5.812027032797457e-05,2e-07
-6.492985971943887e-05,5.796577940260148e-05,5.822457616855596e-05,2e-07
-6.452905811623247e-05,5.7886601341134596e-05,5.827050662040601e-05,2e-07
-6.412825651302606e-05,5.782014758452268e-05,5.784176284415365e-05,2e-07
-6.372745490981963e-05,5.776750081727784e-05,5.778920552048326e-05,2e-07
-6.332665330661323e-05,5.772952510694716e-05,5.773102252891044e-05,2e-07
-6.29258517034068e-05,5.770685222265292e-05,5.7953963247893685e-05,2e-07
-6.25250501002004e-05,5.769987163179523e-05,5.782741008602344e-05,2e-07
-6.2124248496994e-05,5.770872433330915e-05,5.806526532334966e-05,2e-07
-6.172344689378757e-05,5.77333006251173e-05,5.7575454507513525e-05,2e-07
-6.132264529058116e-05,5.777324184112925e-05,5.791314359313511e-05,2e-07
-6.092184368737476e-05,5.782794603028331e-05,5.7698316981661624e-05,2e-07
-6.052104208416833e-05,5.789657748771166e-05,5.813401333737071e-05,2e-07
-6.0120240480961926e-05,5.797807998711106e-05,5.764075835839764e-05,2e-07
-5.9719438877755496e-05,5.807119350480475e-05,5.7934985857993634e-05,2e-07
-5.9318637274549094e-05,5.8174474170687445e-05,5.835751401564259e-05,2e-07
-5.891783567134269e-05,5.828631713015494e-05,5.823309325226333e-05,2e-07
-5.851703406813626e-05,5.8404981955030016e-05,5.8498665482190846e-05,2e-07
-5.811623246492986e-05,5.852862020112711e-05,5.858061519708015e-05,2e-07
-5.7715430861723455e-05,5.865530467612339e-05,5.8747504717585744e-05,2e-07
-5.7314629258517025e-05,5.8783059954308495e-05,5.887897625630463e-05,2e-07
-5.691382765531062e-05,5.8909893655054174e-05,5.862659135434431e-05,2e-07
