model,transparency,flux_phi0,critical_current_normalized,critical_current_zero_field
KO,0.5,-0.7507507507507505,0.37584780635933085,1.2566067602155222
KO,0.5,-0.7307307307307305,0.4097667532630114,1.2566067602155222
KO,0.5,-0.7107107107107105,0.443930581389407,1.2566067602155222
KO,0.5,-0.6906906906906904,0.4782685379734813,1.2566067602155222
KO,0.5,-0.6706706706706704,0.5127087786343705,1.2566067602155222
KO,0.5,-0.6506506506506504,0.5471785558422225,1.2566067602155222
KO,0.5,-0.6306306306306304,0.5816044108915337,1.2566067602155222
KO,0.5,-0.6106106106106104,0.6159123688162239,1.2566067602155222
KO,0.5,-0.5905905905905904,0.6500281356709178,1.2566067602155222
KO,0.5,-0.5705705705705704,0.6838772975939397,1.2566067602155222
KO,0.5,-0.5505505505505504,0.7173855210603882,1.2566067602155222
KO,0.5,-0.5305305305305303,0.7504787537284148,1.2566067602155222
KO,0.5,-0.5105105105105103,0.783083425278449,1.2566067602155222
KO,0.5,-0.4904904904904903,0.8151266476436598,1.2566067602155222
KO,0.5,-0.4704704704704703,0.846536414030381,1.2566067602155222
KO,0.5,-0.4504504504504503,0.8772417961295927,1.2566067602155222
KO,0.5,-0.4304304304304303,0.9071731389248178,1.2566067602155222
KO,0.5,-0.41041041041041026,0.9362622525079607,1.2566067602155222
KO,0.5,-0.39039039039039025,0.9644426003226578,1.2566067602155222
KO,0.5,-0.37037037037037024,0.9916494832646165,1.2566067602155222
KO,0.5,-0.3503503503503502,1.0178202190801442,1.2566067602155222
KO,0.5,-0.3303303303303302,1.0428943165175997,1.2566067602155222
KO,0.5,-0.3103103103103102,1.066813643701758,1.2566067602155222
KO,0.5,-0.2902902902902902,1.0895225902180652,1.2566067602155222
KO,0.5,-0.2702702702702702,1.1109682224123758,1.2566067602155222
KO,0.5,-0.25025025025025016,1.131100431431977,1.2566067602155222
KO,0.5,-0.23023023023023015,1.1498720735554522,1.2566067602155222
KO,0.5,-0.21021021021021014,1.1672391023821227,1.2566067602155222
KO,0.5,-0.19019019019019012,1.1831606924763964,1.2566067602155222
KO,0.5,-0.1701701701701701,1.1975993540882304,1.2566067602155222
KO,0.5,-0.1501501501501501,1.2105210385980272,1.2566067602155222
KO,0.5,-0.13013013013013008,1.221895234362531,1.2566067602155222
KO,0.5,-0.11011011011011007,1.231695052667563,1.2566067602155222
KO,0.5,-0.09009009009009006,1.239897303523697,1.2566067602155222
KO,0.5,-0.07007007007007005,1.2464825610720394,1.2566067602155222
KO,0.5,-0.05005005005005003,1.2514352183991484,1.2566067602155222
KO,0.5,-0.03003003003003002,1.2547435315925994,1.2566067602155222
KO,0.5,-0.010010010010010006,1.256399652901752,1.2566067602155222
KO,0.5,0.010010010010010006,1.256399652901752,1.2566067602155222
KO,0.5,0.03003003003003002,1.2547435315925994,1.2566067602155222
KO,0.5,0.05005005005005003,1.2514352183991484,1.2566067602155222
KO,0.5,0.07007007007007005,1.2464825610720394,1.2566067602155222
KO,0.5,0.09009009009009006,1.239897303523697,1.2566067602155222
KO,0.5,0.11011011011011007,1.231695052667563,1.2566067602155222
KO,0.5,0.13013013013013008,1.221895234362531,1.2566067602155222
KO,0.5,0.1501501501501501,1.2105210385980272,1.2566067602155222
KO,0.5,0.1701701701701701,1.1975993540882304,1.2566067602155222
KO,0.5,0.19019019019019012,1.1831606924763964,1.2566067602155222
KO,0.5,0.21021021021021014,1.1672391023821227,1.2566067602155222
KO,0.5,0.23023023023023015,1.1498720735554522,1.2566067602155222
KO,0.5,0.25025025025025016,1.131100431431977,1.2566067602155222
KO,0.5,0.2702702702702702,1.1109682224123758,1.2566067602155222
KO,0.5,0.2902902902902902,1.0895225902180652,1.2566067602155222
KO,0.5,0.3103103103103102,1.066813643701758,1.2566067602155222
KO,0.5,0.3303303303303302,1.0428943165175997,1.2566067602155222
KO,0.5,0.3503503503503502,1.0178202190801442,1.2566067602155222
KO,0.5,0.37037037037037024,0.9916494832646165,1.2566067602155222
KO,0.5,0.39039039039039025,0.9644426003226578,1.2566067602155222
KO,0.5,0.41041041041041026,0.9362622525079607,1.2566067602155222
KO,0.5,0.4304304304304303,0.9071731389248178,1.2566067602155222
KO,0.5,0.4504504504504503,0.8772417961295927,1.2566067602155222
KO,0.5,0.4704704704704703,0.846536414030381,1.2566067602155222
KO,0.5,0.4904904904904903,0.8151266476436598,1.2566067602155222
KO,0.5,0.5105105105105103,0.783083425278449,1.2566067602155222
KO,0.5,0.5305305305305303,0.7504787537284148,1.2566067602155222
KO,0.5,0.5505505505505504,0.7173855210603882,1.2566067602155222
KO,0.5,0.5705705705705704,0.6838772975939397,1.2566067602155222
KO,0.5,0.5905905905905904,0.6500281356709178,1.2566067602155222
KO,0.5,0.6106106106106104,0.6159123688162239,1.2566067602155222
KO,0.5,0.6306306306306304,0.5816044108915337,1.2566067602155222
KO,0.5,0.6506506506506504,0.5471785558422225,1.2566067602155222
KO,0.5,0.6706706706706704,0.5127087786343705,1.2566067602155222
KO,0.5,0.6906906906906904,0.4782685379734813,1.2566067602155222
KO,0.5,0.7107107107107105,0.443930581389407,1.2566067602155222
KO,0.5,0.7307307307307305,0.4097667532630114,1.2566067602155222
KO,0.5,0.7507507507507505,0.37584780635933085,1.2566067602155222
KO,0.5,0.7707707707707705,0.3422432174194293,1.2566067602155222
KO,0.5,0.7907907907907905,0.309021007348883,1.2566067602155222
KO,0.5,0.8108108108108105,0.27624756652486876,1.2566067602155222
KO,0.5,0.8308308308308305,0.24398748572626705,1.2566067602155222
KO,0.5,0.8508508508508505,0.21230339317204425,1.2566067602155222
KO,0.5,0.8708708708708706,0.18125579813256507,1.2566067602155222
KO,0.5,0.8908908908908906,0.15090294155642756,1.2566067602155222
KO,0.5,0.9109109109109106,0.12130065413201163,1.2566067602155222
KO,0.5,0.9309309309309306,0.0925022221782678,1.2566067602155222
KO,0.5,0.9509509509509506,0.06455826173341267,1.2566067602155222
KO,0.5,0.9709709709709706,0.03751660118325004,1.2566067602155222
KO,0.5,0.9909909909909906,0.011422172742866775,1.2566067602155222
KO,0.5,1.0110110110110107,0.01368308692341377,1.2566067602155222
KO,0.5,1.0310310310310307,0.037760326688637234,1.2566067602155222
KO,0.5,1.0510510510510507,0.060773861331603486,1.2566067602155222
KO,0.5,1.0710710710710707,0.08269124209328625,1.2566067602155222
KO,0.5,1.0910910910910907,0.10348331725907607,1.2566067602155222
KO,0.5,1.1111111111111107,0.12312428263658985,1.2566067602155222
KO,0.5,1.1311311311311307,0.14159172183103885,1.2566067602155222
KO,0.5,1.1511511511511507,0.1588666362526021,1.2566067602155222
KO,0.5,1.1711711711711708,0.1749334648227875,1.2566067602155222
KO,0.5,1.1911911911911908,0.18978009337928886,1.2566067602155222
KO,0.5,1.2112112112112108,0.2033978538112456,1.2566067602155222
KO,0.5,1.2312312312312308,0.21578151298898518,1.2566067602155222
KO,0.5,1.2512512512512508,0.2269292515841641,1.2566067602155222
KO,0.5,1.2712712712712708,0.23684263290762467,1.2566067602155222
KO,0.5,1.2912912912912908,0.24552656192314673,1.2566067602155222
KO,0.5,1.3113113113113108,0.2529892346254992,1.2566067602155222
KO,0.5,1.3313313313313309,0.25924207800068266,1.2566067602155222
KO,0.5,1.3513513513513509,0.2642996808149185,1.2566067602155222
KO,0.5,1.3713713713713709,0.2681797155066745,1.2566067602155222
KO,0.5,1.391391391391391,0.2709028514827527,1.2566067602155222
KO,0.5,1.411411411411411,0.27249266014510126,1.2566067602155222
KO,0.5,1.431431431431431,0.2729755119994763,1.2566067602155222
KO,0.5,1.451451451451451,0.2723804662203002,1.2566067602155222
KO,0.5,1.471471471471471,0.27073915306795293,1.2566067602155222
KO,0.5,1.491491491491491,0.2680856495752442,1.2566067602155222
KO,0.5,1.511511511511511,0.2644563489388703,1.2566067602155222
KO,0.5,1.531531531531531,0.2598898240692076,1.2566067602155222
KO,0.5,1.551551551551551,0.2544266857677888,1.2566067602155222
KO,0.5,1.571571571571571,0.24810943601618912,1.2566067602155222
KO,0.5,1.591591591591591,0.2409823168727901,1.2566067602155222
KO,0.5,1.611611611611611,0.23309115548494397,1.2566067602155222
KO,0.5,1.631631631631631,0.2244832057334066,1.2566067602155222
KO,0.5,1.651651651651651,0.2152069870335163,1.2566067602155222
KO,0.5,1.671671671671671,0.2053121208234512,1.2566067602155222
KO,0.5,1.691691691691691,0.19484916527399235,1.2566067602155222
KO,0.5,1.711711711711711,0.18386944875653885,1.2566067602155222
KO,0.5,1.7317317317317311,0.17242490260667137,1.2566067602155222
KO,0.5,1.7517517517517511,0.16056789371935168,1.2566067602155222
KO,0.5,1.7717717717717711,0.14835105750887298,1.2566067602155222
KO,0.5,1.7917917917917912,0.13582713176198352,1.2566067602155222
KO,0.5,1.8118118118118112,0.12304879190619067,1.2566067602155222
KO,0.5,1.8318318318318312,0.11006848820715953,1.2566067602155222
KO,0.5,1.8518518518518512,0.09693828539938776,1.2566067602155222
KO,0.5,1.8718718718718712,0.08370970524298822,1.2566067602155222
KO,0.5,1.8918918918918912,0.07043357248650567,1.2566067602155222
KO,0.5,1.9119119119119112,0.05715986470128432,1.2566067602155222
KO,0.5,1.9319319319319312,0.043937566437028085,1.2566067602155222
KO,0.5,1.9519519519519513,0.03081452813093152,1.2566067602155222
KO,0.5,1.9719719719719713,0.017837330184173297,1.2566067602155222
KO,0.5,1.9919919919919913,0.0050511525996998615,1.2566067602155222
KO,0.5,2.0120120120120113,0.007500349445803837,1.2566067602155222
KO,0.5,2.0320320320320313,0.019775163745018618,1.2566067602155222
KO,0.5,2.0520520520520513,0.03173303259061501,1.2566067602155222
KO,0.5,2.0720720720720713,0.04333555738996788,1.2566067602155222
KO,0.5,2.0920920920920913,0.054546296085530396,1.2566067602155222
KO,0.5,2.1121121121121114,0.06533085312820129,1.2566067602155222
KO,0.5,2.1321321321321314,0.07565696177746241,1.2566067602155222
KO,0.5,2.1521521521521514,0.08549455852910966,1.2566067602155222
KO,0.5,2.1721721721721714,0.09481584949892484,1.2566067602155222
KO,0.5,2.1921921921921914,0.10359536861857445,1.2566067602155222
KO,0.5,2.2122122122122114,0.11181002752825599,1.2566067602155222
KO,0.5,2.2322322322322314,0.11943915707905198,1.2566067602155222
KO,0.5,2.2522522522522515,0.12646454038650565,1.2566067602155222
KO,0.5,2.2722722722722715,0.13287043740549442,1.2566067602155222
KO,0.5,2.2922922922922915,0.1386436010249515,1.2566067602155222
KO,0.5,2.3123123123123115,0.14377328470928624,1.2566067602155222
KO,0.5,2.3323323323323315,0.1482512417413701,1.2566067602155222
KO,0.5,2.3523523523523515,0.15207171614960574,1.2566067602155222
KO,0.5,2.3723723723723715,0.15523142542878643,1.2566067602155222
KO,0.5,2.3923923923923915,0.1577295351910871,1.2566067602155222
KO,0.5,2.4124124124124116,0.15956762590952694,1.2566067602155222
KO,0.5,2.4324324324324316,0.16074965194151863,1.2566067602155222
KO,0.5,2.4524524524524516,0.16128189304458354,1.2566067602155222
KO,0.5,2.4724724724724716,0.16117289861989953,1.2566067602155222
KO,0.5,2.4924924924924916,0.16043342494196783,1.2566067602155222
KO,0.5,2.5125125125125116,0.15907636565427916,1.2566067602155222
KO,0.5,2.5325325325325316,0.1571166758313508,1.2566067602155222
KO,0.5,2.5525525525525516,0.15457128992683491,1.2566067602155222
KO,0.5,2.5725725725725717,0.151459033945507,1.2566067602155222
KO,0.5,2.5925925925925917,0.14780053219377082,1.2566067602155222
KO,0.5,2.6126126126126117,0.14361810897882119,1.2566067602155222
KO,0.5,2.6326326326326317,0.1389356856407362,1.2566067602155222
KO,0.5,2.6526526526526517,0.13377867331448534,1.2566067602155222
KO,0.5,2.6726726726726717,0.1281738618301137,1.2566067602155222
KO,0.5,2.6926926926926917,0.12214930516915437,1.2566067602155222
KO,0.5,2.7127127127127117,0.11573420390360674,1.2566067602155222
KO,0.5,2.7327327327327318,0.10895878505059117,1.2566067602155222
KO,0.5,2.7527527527527518,0.1018541797810228,1.2566067602155222
KO,0.5,2.772772772772772,0.09445229942432976,1.2566067602155222
KO,0.5,2.792792792792792,0.0867857102133868,1.2566067602155222
KO,0.5,2.812812812812812,0.07888750721443039,1.2566067602155222
KO,0.5,2.8328328328328336,0.07079118788577222,1.2566067602155222
KO,0.5,2.8528528528528536,0.0625305257066721,1.2566067602155222
KO,0.5,2.8728728728728736,0.054139444313736795,1.2566067602155222
KO,0.5,2.8928928928928936,0.045651892576783475,1.2566067602155222
KO,0.5,2.9129129129129137,0.03710172103916147,1.2566067602155222
KO,0.5,2.9329329329329337,0.02852256013921116,1.2566067602155222
KO,0.5,2.9529529529529537,0.01994770061981562,1.2566067602155222
KO,0.5,2.9729729729729737,0.01140997652193364,1.2566067602155222
KO,0.5,2.9929929929929937,0.002941651145654588,1.2566067602155222
KO,0.5,3.0130130130130137,0.005425693651282554,1.2566067602155222
KO,0.5,3.0330330330330337,0.013661264462355787,1.2566067602155222
KO,0.5,3.0530530530530537,0.021735159309269652,1.2566067602155222
KO,0.5,3.0730730730730738,0.029618466264844986,1.2566067602155222
KO,0.5,3.0930930930930938,0.03728335741751134,1.2566067602155222
KO,0.5,3.113113113113114,0.044703177892027324,1.2566067602155222
KO,0.5,3.133133133133134,0.0518525296608213,1.2566067602155222
KO,0.5,3.153153153153154,0.05870734990090085,1.2566067602155222
KO,0.5,3.173173173173174,0.06524498367252754,1.2566067602155222
KO,0.5,3.193193193193194,0.07144425071774169,1.2566067602155222
KO,0.5,3.213213213213214,0.07728550619924532,1.2566067602155222
KO,0.5,3.233233233233234,0.08275069522304851,1.2566067602155222
KO,0.5,3.253253253253254,0.08782340101155145,1.2566067602155222
KO,0.5,3.273273273273274,0.0924888866173013,1.2566067602155222
KO,0.5,3.293293293293294,0.09673413009144477,1.2566067602155222
KO,0.5,3.313313313313314,0.10054785304479527,1.2566067602155222
KO,0.5,3.333333333333334,0.10392054256337717,1.2566067602155222
KO,0.5,3.353353353353354,0.10684446646421106,1.2566067602155222
KO,0.5,3.373373373373374,0.10931368190086946,1.2566067602155222
KO,0.5,3.393393393393394,0.11132403735189135,1.2566067602155222
KO,0.5,3.413413413413414,0.11287316804840862,1.2566067602155222
KO,0.5,3.433433433433434,0.11396048492022505,1.2566067602155222
KO,0.5,3.453453453453454,0.11458715716202501,1.2566067602155222
KO,0.5,3.473473473473474,0.11475608854329743,1.2566067602155222
KO,0.5,3.493493493493494,0.11447188760686126,1.2566067602155222
KO,0.5,3.513513513513514,0.11374083192150831,1.2566067602155222
KO,0.5,3.533533533533534,0.11257082657416202,1.2566067602155222
KO,0.5,3.553553553553554,0.11097135710602411,1.2566067602155222
KO,0.5,3.573573573573574,0.10895343711538275,1.2566067602155222
KO,0.5,3.593593593593594,0.10652955076702558,1.2566067602155222
KO,0.5,3.613613613613614,0.1037135904644836,1.2566067602155222
KO,0.5,3.633633633633634,0.10052078995657583,1.2566067602155222
KO,0.5,3.653653653653654,0.09696765316388681,1.2566067602155222
KO,0.5,3.673673673673674,0.09307187902383386,1.2566067602155222
KO,0.5,3.693693693693694,0.0888522826648473,1.2566067602155222
KO,0.5,3.713713713713714,0.08432871323084441,1.2566067602155222
KO,0.5,3.733733733733734,0.07952196868660302,1.2566067602155222
KO,0.5,3.753753753753754,0.07445370794280974,1.2566067602155222
KO,0.5,3.773773773773774,0.06914636064644816,1.2566067602155222
KO,0.5,3.7937937937937942,0.06362303498778184,1.2566067602155222
KO,0.5,3.8138138138138142,0.05790742387947684,1.2566067602155222
KO,0.5,3.8338338338338342,0.05202370986638243,1.2566067602155222
KO,0.5,3.8538538538538543,0.045996469126142206,1.2566067602155222
KO,0.5,3.8738738738738743,0.039850574921158656,1.2566067602155222
KO,0.5,3.8938938938938943,0.03361110086147059,1.2566067602155222
KO,0.5,3.9139139139139143,0.02730322433585512,1.2566067602155222
KO,0.5,3.9339339339339343,0.020952130464932144,1.2566067602155222
KO,0.5,3.9539539539539543,0.014582916925270738,1.2566067602155222
KO,0.5,3.9739739739739743,0.00822049998748551,1.2566067602155222
KO,0.5,3.9939939939939944,0.0018895221040947934,1.2566067602155222
KO,0.5,4.014014014014014,0.0043857386254587735,1.2566067602155222
KO,0.5,4.034034034034034,0.010581456794727936,1.2566067602155222
KO,0.5,4.054054054054054,0.016674345527816572,1.2566067602155222
KO,0.5,4.074074074074074,0.022641739518890404,1.2566067602155222
KO,0.5,4.094094094094094,0.028461674990580024,1.2566067602155222
KO,0.5,4.114114114114114,0.03411296630177494,1.2566067602155222
KO,0.5,4.134134134134134,0.03957527894974182,1.2566067602155222
KO,0.5,4.1541541541541545,0.04482919872676422,1.2566067602155222
KO,0.5,4.1741741741741745,0.04985629680753281,1.2566067602155222
KO,0.5,4.1941941941941945,0.054639190560238214,1.2566067602155222
KO,0.5,4.2142142142142145,0.059161599891681356,1.2566067602155222
KO,0.5,4.2342342342342345,0.06340839895465006,1.2566067602155222
KO,0.5,4.2542542542542545,0.0673656630642336,1.2566067602155222
KO,0.5,4.2742742742742745,0.07102071068860717,1.2566067602155222
KO,0.5,4.2942942942942945,0.07436214039902711,1.2566067602155222
KO,0.5,4.314314314314315,0.07737986268327851,1.2566067602155222
KO,0.5,4.334334334334335,0.0800651265465205,1.2566067602155222
KO,0.5,4.354354354354355,0.08241054084332083,1.2566067602155222
KO,0.5,4.374374374374375,0.08441009030458198,1.2566067602155222
KO,0.5,4.394394394394395,0.08605914624295961,1.2566067602155222
KO,0.5,4.414414414414415,0.08735447194019269,1.2566067602155222
KO,0.5,4.434434434434435,0.08829422273943133,1.2566067602155222
KO,0.5,4.454454454454455,0.08887794088508673,1.2566067602155222
KO,0.5,4.474474474474475,0.08910654517187362,1.2566067602155222
KO,0.5,4.494494494494495,0.08898231548350014,1.2566067602155222
KO,0.5,4.514514514514515,0.08850887231981172,1.2566067602155222
KO,0.5,4.534534534534535,0.08769115142905762,1.2566067602155222
KO,0.5,4.554554554554555,0.0865353736792516,1.2566067602155222
KO,0.5,4.574574574574575,0.08504901031928667,1.2566067602155222
KO,0.5,4.594594594594595,0.08324074379647806,1.2566067602155222
KO,0.5,4.614614614614615,0.08112042431249612,1.2566067602155222
KO,0.5,4.634634634634635,0.07869902231415711,1.2566067602155222
KO,0.5,4.654654654654655,0.07598857712921933,1.2566067602155222
KO,0.5,4.674674674674675,0.07300214197014082,1.2566067602155222
KO,0.5,4.694694694694695,0.06975372554064373,1.2566067602155222
KO,0.5,4.714714714714715,0.06625823049087307,1.2566067602155222
KO,0.5,4.734734734734735,0.06253138897689157,1.2566067602155222
KO,0.5,4.754754754754755,0.05858969558918555,1.2566067602155222
KO,0.5,4.774774774774775,0.05445033792275305,1.2566067602155222
KO,0.5,4.794794794794795,0.050131125068172834,1.2566067602155222
KO,0.5,4.814814814814815,0.04565041430879251,1.2566067602155222
KO,0.5,4.834834834834835,0.041027036313821486,1.2566067602155222
KO,0.5,4.854854854854855,0.03628021912065034,1.2566067602155222
KO,0.5,4.874874874874875,0.03142951120213507,1.2566067602155222
KO,0.5,4.894894894894895,0.026494703915892377,1.2566067602155222
KO,0.5,4.914914914914915,0.021495753632841414,1.2566067602155222
KO,0.5,4.934934934934935,0.016452703841305105,1.2566067602155222
KO,0.5,4.954954954954955,0.011385607520972316,1.2566067602155222
KO,0.5,4.974974974974975,0.006314450077918615,1.2566067602155222
KO,0.5,4.994994994994995,0.001259073127722323,1.2566067602155222
KO,0.5,5.015015015015015,0.003760900591500005,1.2566067602155222
KO,0.5,5.035035035035035,0.00872614090053544,1.2566067602155222
KO,0.5,5.055055055055055,0.013617682186602871,1.2566067602155222
KO,0.5,5.075075075075075,0.01841699347674726,1.2566067602155222
KO,0.5,5.095095095095095,0.023106046325960895,1.2566067602155222
KO,0.5,5.115115115115115,0.027667380278856617,1.2566067602155222
KO,0.5,5.135135135135135,0.03208416567452173,1.2566067602155222
KO,0.5,5.155155155155155,0.03634026357576776,1.2566067602155222
KO,0.5,5.175175175175175,0.04042028261632733,1.2566067602155222
KO,0.5,5.195195195195195,0.044309632572576044,1.2566067602155222
KO,0.5,5.215215215215215,0.04799457448001799,1.2566067602155222
KO,0.5,5.235235235235235,0.05146226712903129,1.2566067602155222
KO,0.5,5.255255255255255,0.05470080978913965,1.2566067602155222
KO,0.5,5.275275275275275,0.0576992810263279,1.2566067602155222
KO,0.5,5.295295295295295,0.0604477734935744,1.2566067602155222
KO,0.5,5.315315315315315,0.06293742459077976,1.2566067602155222
KO,0.5,5.335335335335335,0.06516044290656048,1.2566067602155222
KO,0.5,5.355355355355355,0.06711013037089733,1.2566067602155222
KO,0.5,5.375375375375375,0.0687809000643007,1.2566067602155222
KO,0.5,5.395395395395395,0.07016828964593275,1.2566067602155222
KO,0.5,5.415415415415415,0.07126897037993511,1.2566067602155222
KO,0.5,5.435435435435435,0.07208075175599095,1.2566067602155222
KO,0.5,5.455455455455455,0.07260258171683893,1.2566067602155222
KO,0.5,5.475475475475475,0.07283454252199426,1.2566067602155222
KO,0.5,5.495495495495495,0.07277784229325038,1.2566067602155222
KO,0.5,5.515515515515515,0.07243480230358444,1.2566067602155222
KO,0.5,5.535535535535535,0.07180884008680216,1.2566067602155222
KO,0.5,5.555555555555555,0.0709044484605831,1.2566067602155222
KO,0.5,5.575575575575575,0.069727170570466,1.2566067602155222
KO,0.5,5.595595595595595,0.06828357107669664,1.2566067602155222
KO,0.5,5.615615615615615,0.0665812036196903,1.2566067602155222
KO,0.5,5.635635635635635,0.06462857471309817,1.2566067602155222
KO,0.5,5.655655655655655,0.06243510422605492,1.2566067602155222
KO,0.5,5.675675675675675,0.06001108262808879,1.2566067602155222
KO,0.5,5.6956956956956954,0.05736762518134839,1.2566067602155222
KO,0.5,5.7157157157157155,0.054516623275211784,1.2566067602155222
KO,0.5,5.7357357357357355,0.05147069310794638,1.2566067602155222
KO,0.5,5.7557557557557555,0.048243121928868204,1.2566067602155222
KO,0.5,5.7757757757757755,0.04484781206236163,1.2566067602155222
KO,0.5,5.7957957957957955,0.04129922294215167,1.2566067602155222
KO,0.5,5.8158158158158155,0.03761231139034281,1.2566067602155222
KO,0.5,5.8358358358358355,0.033802470380941994,1.2566067602155222
KO,0.5,5.8558558558558556,0.029885466531836807,1.2566067602155222
KO,0.5,5.875875875875876,0.025877376572518256,1.2566067602155222
KO,0.5,5.895895895895896,0.02179452303718879,1.2566067602155222
KO,0.5,5.915915915915916,0.017653409434292854,1.2566067602155222
KO,0.5,5.935935935935936,0.013470655143943598,1.2566067602155222
KO,0.5,5.955955955955956,0.009262930294198191,1.2566067602155222
KO,0.5,5.975975975975976,0.005046890865671564,1.2566067602155222
KO,0.5,5.995995995995996,0.0008391142715653283,1.2566067602155222
KO,0.5,6.016016016016017,0.003343964343131093,1.2566067602155222
KO,0.5,6.0360360360360374,0.007486114843746018,1.2566067602155222
KO,0.5,6.0560560560560575,0.011571373654936585,1.2566067602155222
KO,0.5,6.0760760760760775,0.0155841038881724,1.2566067602155222
KO,0.5,6.0960960960960975,0.01950905382607539,1.2566067602155222
KO,0.5,6.1161161161161175,0.02333141354960474,1.2566067602155222
KO,0.5,6.1361361361361375,0.027036869502455686,1.2566067602155222
KO,0.5,6.1561561561561575,0.03061165679615345,1.2566067602155222
KO,0.5,6.1761761761761775,0.034042609069123785,1.2566067602155222
KO,0.5,6.1961961961961975,0.03731720572348728,1.2566067602155222
KO,0.5,6.216216216216218,0.04042361637438439,1.2566067602155222
KO,0.5,6.236236236236238,0.043350742358274574,1.2566067602155222
KO,0.5,6.256256256256258,0.04608825515880087,1.2566067602155222
KO,0.5,6.276276276276278,0.048626631621429335,1.2566067602155222
KO,0.5,6.296296296296298,0.05095718584110539,1.2566067602155222
KO,0.5,6.316316316316318,0.05307209762057615,1.2566067602155222
KO,0.5,6.336336336336338,0.05496443741073683,1.2566067602155222
KO,0.5,6.356356356356358,0.05662818765833777,1.2566067602155222
KO,0.5,6.376376376376378,0.05805826050056671,1.2566067602155222
KO,0.5,6.396396396396398,0.05925051176035213,1.2566067602155222
KO,0.5,6.416416416416418,0.06020175121065645,1.2566067602155222
KO,0.5,6.436436436436438,0.06090974909049605,1.2566067602155222
KO,0.5,6.456456456456458,0.061373238869871234,1.2566067602155222
KO,0.5,6.476476476476478,0.06159191627517068,1.2566067602155222
KO,0.5,6.496496496496498,0.06156643460086929,1.2566067602155222
KO,0.5,6.516516516516518,0.061298396347415005,1.2566067602155222
KO,0.5,6.536536536536538,0.06079034123904727,1.2566067602155222
KO,0.5,6.556556556556558,0.06004573068885424,1.2566067602155222
KO,0.5,6.576576576576578,0.059068928791608286,1.2566067602155222
KO,0.5,6.596596596596598,0.05786517993777227,1.2566067602155222
KO,0.5,6.616616616616618,0.056440583154493136,1.2566067602155222
KO,0.5,6.636636636636638,0.05480206329135274,1.2566067602155222
KO,0.5,6.656656656656658,0.05295733918008153,1.2566067602155222
KO,0.5,6.676676676676678,0.05091488890832451,1.2566067602155222
KO,0.5,6.696696696696698,0.04868391235783112,1.2566067602155222
KO,0.5,6.716716716716718,0.04627429116710015,1.2566067602155222
KO,0.5,6.736736736736738,0.04369654628750013,1.2566067602155222
KO,0.5,6.756756756756758,0.040961793310182626,1.2566067602155222
KO,0.5,6.776776776776778,0.03808169574867992,1.2566067602155222
KO,0.5,6.796796796796798,0.03506841646890267,1.2566067602155222
KO,0.5,6.816816816816818,0.0319345674643123,1.2566067602155222
KO,0.5,6.836836836836838,0.02869315817930329,1.2566067602155222
KO,0.5,6.856856856856858,0.025357542588297456,1.2566067602155222
KO,0.5,6.876876876876878,0.021941365241691692,1.2566067602155222
KO,0.5,6.896896896896898,0.01845850649261756,1.2566067602155222
KO,0.5,6.916916916916918,0.014923027120450462,1.2566067602155222
KO,0.5,6.936936936936938,0.011349112568154043,1.2566067602155222
KO,0.5,6.956956956956958,0.007751017010844568,1.2566067602155222
KO,0.5,6.976976976976978,0.004143007472438725,1.2566067602155222
KO,0.5,6.996996996996998,0.0005393082058875651,1.2566067602155222
KO,0.5,7.017017017017018,0.0030459544496741747,1.2566067602155222
KO,0.5,7.037037037037038,0.006598806524517258,1.2566067602155222
KO,0.5,7.057057057057058,0.010105479980067503,1.2566067602155222
KO,0.5,7.077077077077078,0.013552465174789204,1.2566067602155222
KO,0.5,7.097097097097098,0.016926562037464506,1.2566067602155222
KO,0.5,7.117117117117118,0.020214929757157822,1.2566067602155222
KO,0.5,7.137137137137138,0.02340513480587592,1.2566067602155222
KO,0.5,7.157157157157158,0.02648519711732879,1.2566067602155222
KO,0.5,7.177177177177178,0.029443634253231033,1.2566067602155222
KO,0.5,7.197197197197198,0.03226950339721943,1.2566067602155222
KO,0.5,7.217217217217218,0.03495244102567698,1.2566067602155222
KO,0.5,7.237237237237238,0.037482700114488086,1.2566067602155222
KO,0.5,7.257257257257258,0.03985118475098447,1.2566067602155222
KO,0.5,7.277277277277278,0.042049482031022226,1.2566067602155222
KO,0.5,7.297297297297298,0.04406989113221935,1.2566067602155222
KO,0.5,7.317317317317318,0.04590544946583144,1.2566067602155222
KO,0.5,7.337337337337338,0.047549955821514875,1.2566067602155222
KO,0.5,7.357357357357358,0.04899799043125997,1.2566067602155222
KO,0.5,7.377377377377378,0.050244931891038964,1.2566067602155222
KO,0.5,7.397397397397398,0.0512869708911478,1.2566067602155222
KO,0.5,7.417417417417418,0.05212112071878119,1.2566067602155222
KO,0.5,7.437437437437438,0.05274522450901777,1.2566067602155222
KO,0.5,7.457457457457458,0.053157959233060256,1.2566067602155222
KO,0.5,7.477477477477478,0.05335883642521928,1.2566067602155222
KO,0.5,7.497497497497498,0.05334819966270924,1.2566067602155222
KO,0.5,7.517517517517518,0.053127218824783974,1.2566067602155222
KO,0.5,7.537537537537538,0.05269788117003826,1.2566067602155222
KO,0.5,7.557557557557558,0.052062979282787615,1.2566067602155222
